no;y;z1;z2
1380;453.09232;24.514939;44.71957
1381;460.23381;24.504612;44.908566
1382;462.08219;25.778277;43.1593
1383;465.53842;25.768765;45.028093
1384;473.19699;26.688329;44.273416
1385;476.06871;26.38144;45.70241
1386;483.45035;27.958616;45.570209
1387;490.13379;26.817258;46.966542
1388;493.37949;26.197959;47.170127
1389;487.69634;25.639359;46.428257
1390;487.02945;25.894482;47.629841
1391;482.59068;23.798314;47.102276
1392;475.47127;23.846346;46.433662
1393;471.95905;23.771149;46.746703
1394;471.08372;24.457232;45.7593
1395;470.08791;25.026215;46.236013
1396;477.74712;26.445245;46.201353
1397;487.38463;28.754004;46.305299
1398;499.2082;29.483605;46.074788
1399;500.84405;28.284966;45.619781
1400;494.19901;28.103153;44.517577
1401;487.42318;27.687962;45.083002
1402;485.08832;27.241756;44.586697
1403;484.59426;27.259168;45.413101
1404;488.73485;27.596632;46.853623
1405;495.77946;28.006138;46.171375
1406;492.11988;27.864469;43.827536
1407;482.76279;28.844075;42.983302
1408;484.64271;31.071938;42.817092
1409;494.52044;30.770648;44.586089
1410;504.51753;31.502589;45.527602
1411;514.61558;32.872919;45.561479
1412;520.55416;32.822628;44.785752
1413;515.98362;31.787599;44.052284
1414;510.99466;32.053844;44.417405
1415;512.78514;30.581727;45.645908
1416;512.33362;30.440793;47.092537
1417;519.31982;31.580638;46.564854
1418;523.85302;32.678529;46.213083
1419;525.42912;32.37386;46.122397
1420;525.89416;33.677845;44.733527
1421;530.21111;36.03162;44.719211
1422;538.88092;36.101891;45.245284
1423;542.78269;36.994013;44.468671
1424;542.97262;35.177982;45.636114
1425;544.90771;35.357022;47.239313
1426;546.01172;34.041492;47.223689
1427;540.18062;33.218026;46.066823
1428;528.89445;31.752757;45.359404
1429;521.74385;31.412251;46.46217
1430;521.84773;31.489847;46.302054
1431;521.43361;31.763907;46.259203
1432;522.43393;33.464122;45.914187
1433;528.12478;33.518038;45.363526
1434;528.17152;33.740797;46.118462
1435;528.52744;32.790382;45.329716
1436;527.33963;34.690038;46.034406
1437;539.9487;35.662048;46.189906
1438;542.81446;35.07916;45.769933
1439;545.61964;37.502192;45.543571
1440;556.05862;38.554866;45.414954
1441;553.08423;37.490851;43.645693
1442;542.19832;36.895982;43.151171
1443;536.84418;37.343339;42.51611
1444;533.83703;38.922683;41.40064
1445;534.25176;38.275855;41.857528
1446;532.64019;38.933579;39.875908
1447;531.48794;40.23586;39.939101
1448;528.66045;38.625183;37.964735
1449;516.03096;38.628073;38.451452
1450;512.98625;38.63992;37.977822
1451;510.43721;38.269956;37.001054
1452;507.04623;38.493962;38.052714
1453;511.46095;40.371326;37.142435
1454;514.72254;40.581658;35.469254
1455;503.86395;39.044298;34.23601
1456;491.39361;38.527626;34.511189
1457;493.52629;39.445966;35.459019
1458;494.79151;37.697987;34.705064
1459;492.28952;39.745209;35.056805
1460;494.93695;38.442669;35.265688
1461;495.27501;38.017669;35.773873
1462;492.86655;37.964875;36.079517
1463;489.60239;37.312464;34.820448
1464;481.84659;36.432266;34.444021
1465;474.73484;36.970569;32.826998
1466;469.4398;38.109944;32.808889
1467;474.75181;37.443294;34.719538
1468;479.57116;35.735146;35.657199
1469;477.0089;36.076066;35.179229
1470;479.34452;37.491203;34.842743
1471;484.91073;37.462475;35.624696
1472;495.29623;38.80464;37.257901
1473;502.07535;37.708898;36.987245
1474;500.75962;38.014095;37.673182
1475;513.26892;39.709634;39.943432
1476;526.76788;38.766862;40.019126
1477;529.27112;40.399123;40.053593
1478;532.5439;39.968059;38.850372
1479;529.84776;40.483147;39.017042
1480;528.11006;39.416104;39.11313
1481;526.04269;39.861496;38.668571
1482;534.06019;42.23292;40.487415
1483;549.71607;42.414478;40.429126
1484;552.66974;43.442098;39.46411
1485;559.93718;44.795156;40.840474
1486;568.42678;44.70474;41.138528
1487;574.05042;44.190367;41.691294
1488;574.54864;44.89299;41.231304
1489;576.18564;45.998901;40.56663
1490;577.64244;44.457228;41.640899
1491;577.42411;45.441118;41.832539
1492;584.92148;47.504841;41.801637
1493;588.81091;46.372517;41.022362
1494;586.30583;46.668372;41.719729
1495;585.5561;46.292319;40.848095
1496;585.01133;46.873135;40.322188
1497;585.29518;47.347821;41.312116
1498;591.79764;46.900209;41.907691
1499;591.47709;46.200788;41.042297
1500;586.44741;46.983892;41.447634
1501;589.23775;45.441303;42.662811
1502;584.53528;43.729957;41.523184
1503;571.38669;43.007386;40.804964
1504;564.67872;45.190847;39.829269
1505;566.84697;44.412849;40.446601
1506;568.09412;45.508032;39.837394
1507;574.26089;46.751347;40.875144
1508;586.42362;48.125219;41.199233
1509;589.73955;47.827953;40.163735
1510;586.15618;47.659393;39.781052
1511;582.00863;47.194863;38.994698
1512;577.72435;47.155528;39.38917
1513;578.40474;46.938913;39.572927
1514;576.3718;46.637929;39.318158
1515;571.59654;45.875625;39.020691
1516;571.87503;45.921374;40.537551
1517;575.88375;46.895558;39.393384
1518;577.82041;46.228893;40.377818
1519;579.59656;45.606461;41.106171
1520;582.62877;46.234151;41.869415
1521;587.26847;45.984885;42.178017
1522;588.71486;45.819772;42.377212
1523;587.83513;46.699948;41.609637
1524;593.10726;48.225294;41.257465
1525;599.75425;48.039866;42.041737
1526;600.50773;47.398951;42.139336
1527;601.37864;47.488682;42.927036
1528;604.29096;47.244688;43.428441
1529;609.60141;48.473555;43.998033
1530;611.88619;48.498898;42.41
1531;608.12849;47.368711;42.526529
1532;606.35629;48.317713;43.948768
1533;614.08626;49.247419;43.643056
1534;621.93552;48.131024;45.498602
1535;622.99497;47.064478;45.82838
1536;623.69653;46.494288;47.121348
1537;619.2448;45.462207;45.235097
1538;613.4888;45.693848;46.217277
1539;605.97574;44.844251;44.178948
1540;599.05916;44.612716;44.718816
1541;599.80438;44.757668;46.076707
1542;603.53358;44.536544;45.755673
1543;597.19394;41.485451;45.397743
1544;589.91182;41.820129;47.358196
1545;596.25377;43.134135;47.159447
1546;597.86878;42.49007;46.40361
1547;591.65831;41.686739;45.787959
1548;586.28043;42.018969;46.153092
1549;588.12797;39.910057;47.553422
1550;585.83037;40.140059;47.588172
1551;582.48417;37.95378;47.707925
1552;572.6438;36.419283;47.707582
1553;562.45389;36.257055;46.618883
1554;556.1619;35.526308;47.38777
1555;553.30087;34.754634;46.850626
1556;551.71882;34.588583;48.849435
1557;555.77352;33.158799;49.520235
1558;557.46638;34.278349;50.153931
1559;562.85924;34.136002;49.879062
1560;564.37094;34.040582;51.183873
1561;566.61411;31.803824;52.193979
1562;564.57746;31.878669;53.442973
1563;564.8764;31.057673;53.411383
1564;564.11995;31.221093;52.860928
1565;558.41274;29.408299;52.774185
1566;550.85711;28.146467;53.489095
1567;548.67642;28.709747;54.030917
1568;552.83542;29.371613;52.908032
1569;548.66483;28.210336;53.558672
1570;543.31703;28.309888;51.996639
1571;538.7697;28.315164;51.456761
1572;529.3882;26.121887;50.620669
1573;520.25384;26.453962;51.868564
1574;516.68078;24.949914;50.249538
1575;503.83116;23.725809;50.403025
1576;500.37084;24.582711;50.697435
1577;502.35716;23.94994;50.253626
1578;494.09046;22.793651;49.064179
1579;481.98291;22.411729;48.185124
1580;472.20408;22.498947;47.315461
1581;469.58097;23.441852;47.566489
1582;480.44412;25.38731;48.716057
1583;491.93477;24.221381;49.873953
1584;497.05327;25.133994;49.883333
1585;499.81227;25.085799;49.201569
1586;498.45733;25.317308;49.032055
1587;495.48457;25.627529;47.78419
1588;489.54205;25.569458;47.302463
1589;487.93871;26.625281;46.660371
1590;489.23818;26.122979;46.833535
1591;495.37104;28.4816;47.846406
1592;506.61647;28.320093;48.089122
1593;510.82067;29.546141;47.228091
1594;513.94561;29.934898;46.876093
1595;514.9412;30.599596;45.711048
1596;511.84298;30.783412;45.38369
1597;506.65022;29.533716;45.377656
1598;502.25117;27.756074;46.307662
1599;505.34959;30.066854;48.107073
1600;522.81133;32.276698;49.095503
1601;540.88757;33.508597;48.594889
1602;545.851;33.608311;49.118014
1603;550.73441;35.064434;47.719392
1604;553.06809;35.1295;47.871634
1605;551.96223;35.743017;46.138586
1606;545.7242;34.674435;46.251794
1607;537.02095;33.324763;44.743119
1608;525.93124;32.362816;45.922006
1609;522.23984;31.471572;46.209237
1610;524.75157;32.665424;46.973796
1611;534.61103;32.893451;48.216433
1612;544.97194;32.664523;49.805158
1613;547.13374;32.256771;49.652273
1614;539.57982;31.108382;48.118412
1615;531.50834;30.885386;47.667482
1616;526.47255;32.551871;46.263375
1617;520.01888;29.980596;45.64615
1618;507.70259;29.509041;45.772081
1619;505.41035;30.155612;44.954352
1620;505.11231;29.195626;46.022366
1621;499.9382;28.84639;44.287664
1622;494.60992;29.761273;44.21456
1623;498.02814;31.571884;43.979427
1624;506.72406;33.952039;43.476952
1625;515.90036;34.073475;43.508308
1626;518.99926;34.666269;42.888907
1627;513.01576;34.676894;41.174223
1628;513.58964;36.575586;41.330348
1629;520.85969;36.951165;41.404753
1630;522.7123;35.781135;42.270375
1631;521.04927;35.475942;42.560586
1632;517.81905;34.023563;42.329681
1633;514.3123;35.875054;42.153279
1634;521.28003;36.843073;41.954667
1635;524.62745;37.002934;41.798654
1636;526.42793;37.24958;41.481722
1637;528.58381;36.704219;43.11742
1638;528.95525;36.134736;42.269965
1639;524.40515;37.37228;40.996426
1640;521.3138;35.119748;41.427358
1641;510.34508;33.712317;41.981727
1642;511.32137;33.762417;43.218661
1643;510.11635;33.137631;42.500297
1644;499.04636;31.8143;40.43719
1645;489.48842;31.427182;41.68596
1646;487.40269;30.326636;41.572973
1647;481.94566;30.362308;41.229813
1648;484.59855;31.8956;41.581432
1649;489.00448;33.340601;39.637497
1650;486.09234;34.115701;38.128173
1651;482.20796;34.104069;37.391908
1652;479.80837;33.985487;37.89991
1653;480.75384;35.180397;36.967417
1654;481.16755;35.069506;35.6599
1655;472.15306;34.691539;34.928487
1656;466.43201;35.040942;34.352955
1657;459.18656;31.717705;35.384042
1658;453.12079;32.196581;35.574538
1659;452.22081;32.04095;36.057001
1660;454.52728;32.152301;36.753937
1661;455.27313;30.672525;36.34468
1662;445.52851;30.030044;35.246715
1663;442.39306;31.200874;34.680207
1664;439.15432;32.324197;33.911106
1665;440.44824;31.16672;34.527898
1666;437.59329;31.724371;32.591721
1667;429.75883;30.325884;32.893826
1668;422.89481;28.490918;33.511956
1669;419.77421;28.7563;34.848907
1670;428.82664;30.865489;34.925145
1671;439.20954;30.851215;36.394897
1672;449.00904;33.005765;35.152938
1673;454.79156;32.055063;36.917173
1674;461.28001;32.034431;37.923769
1675;465.26554;32.314731;37.598678
1676;463.3691;32.119939;35.267222
1677;455.97204;32.705154;36.189452
1678;458.60243;33.021811;35.343958
1679;457.92683;33.591471;35.710579
1680;463.90704;33.02537;37.587429
1681;471.16507;33.407937;38.660542
1682;477.79349;33.563572;38.264486
1683;484.2193;35.002624;39.105941
1684;491.59773;35.746799;38.863914
1685;502.00339;36.956498;40.014228
1686;511.27112;37.9695;38.773874
1687;511.23451;37.492781;38.428438
1688;508.96164;36.221697;38.520186
1689;504.2961;38.074222;36.755864
1690;504.13546;38.009726;38.076133
1691;504.97135;36.918746;37.961789
1692;497.11943;36.325472;36.494236
1693;493.6469;36.893795;38.245778
1694;504.05772;37.382594;39.417383
1695;517.64021;37.873716;42.596393
1696;540.35859;39.619082;44.041371
1697;551.46044;38.670066;43.556792
1698;550.1064;38.136229;43.698248
1699;546.18813;38.576962;42.28303
1700;540.76025;37.712552;42.071241
1701;534.04086;37.716761;41.509258
1702;534.46712;39.649911;41.503909
1703;539.05483;38.630721;42.085457
1704;537.89309;38.838018;41.270516
1705;539.37946;39.734974;42.686245
1706;538.41863;37.701587;40.735508
1707;527.05705;36.308438;41.632838
1708;521.91841;36.112983;41.46783
1709;515.32714;35.472423;40.60456
1710;506.69365;34.560037;39.730687
1711;496.88101;32.794242;40.270253
1712;492.20153;33.410406;40.556103
1713;490.52381;32.959576;39.444665
1714;486.83108;33.801057;39.178651
1715;484.07796;33.089446;38.277068
1716;475.00926;32.062251;37.904869
1717;467.76198;31.904058;37.760319
1718;465.35995;32.625594;37.504528
1719;468.26427;32.25742;37.57436
1720;468.27963;31.759215;38.838585
1721;471.26203;31.77379;39.210483
1722;475.64855;33.459246;38.7726
1723;478.8085;32.173439;38.688072
1724;478.7216;32.854864;39.15416
1725;476.13984;31.991679;37.599832
1726;465.86438;31.235677;37.839937
1727;466.60972;32.150018;38.194821
1728;467.15205;32.68741;37.067253
1729;467.18234;33.852912;36.315472
1730;471.44588;34.506177;37.1039
1731;478.01795;34.518258;37.148801
1732;477.85159;34.355569;36.741999
1733;478.34573;35.11225;36.593048
1734;481.37596;36.861003;36.347763
1735;488.23401;37.585393;36.480309
1736;493.15185;35.134676;39.410208
1737;496.1272;35.191022;40.0263
1738;503.69124;35.852093;39.859972
1739;508.99878;35.422189;41.071975
1740;510.30767;33.97251;42.285089
1741;512.07588;35.837378;41.676957
1742;514.84364;35.700562;41.29019
1743;521.28335;37.165244;42.774486
1744;531.62835;37.319277;42.316724
1745;526.68345;35.76544;41.255987
1746;518.94663;35.234536;42.296919
1747;522.62477;36.982608;42.365059
1748;529.76603;37.107555;42.511528
1749;532.50115;36.868848;42.578035
1750;532.1689;37.557545;42.607324
1751;536.57661;39.38649;42.482031
1752;542.41546;39.508978;41.789262
1753;544.29024;40.169492;41.61772
1754;548.5656;40.340062;42.184406
1755;547.52698;39.845572;41.353273
1756;544.6258;40.071279;42.370676
1757;554.56335;40.189498;43.807905
1758;557.70499;39.389831;43.872367
1759;550.01314;36.992282;42.643495
1760;537.74711;37.427307;42.97139
1761;541.86751;40.293838;42.981455
1762;555.12677;40.166911;43.69187
1763;558.06401;39.6068;44.119041
1764;562.81067;42.35767;43.068498
1765;568.54551;42.649659;41.969481
1766;567.12379;41.539956;43.49699
1767;563.84494;41.046656;42.239905
1768;554.73551;40.537524;41.111064
1769;545.31664;40.09163;40.764694
1770;537.94296;40.309121;38.785501
1771;527.66835;38.020725;39.382194
1772;520.48479;39.46504;38.591872
1773;519.10253;39.448702;37.820917
1774;516.32245;40.120349;37.68467
1775;524.6156;41.781824;38.011897
1776;531.16843;40.528486;39.342231
1777;530.74738;39.99108;38.576916
1778;527.54553;40.115316;39.56448
1779;532.15669;40.578143;38.778209
1780;528.39944;40.542539;37.156008
1781;520.13127;40.931646;37.102585
1782;519.6617;41.113377;35.841913
1783;507.71279;40.29186;33.684905
1784;495.16503;39.700188;33.147885
1785;489.3766;40.847994;32.06891
1786;485.4596;38.447329;32.518029
1787;478.39428;39.281833;32.116845
1788;479.75622;40.619934;31.313963
1789;480.69319;40.718603;31.719674
1790;481.76402;41.179483;31.182928
1791;480.71409;39.835688;31.651572
1792;485.07677;41.190738;32.462727
1793;489.4361;40.554017;32.795162
1794;490.93716;41.020309;32.723042
1795;490.86012;40.674456;32.626664
1796;488.91887;40.000953;31.97877
1797;483.77083;41.095321;30.937729
1798;480.90435;40.363649;31.701481
1799;482.46508;40.297244;32.954464
1800;487.03367;40.514839;32.837313
1801;486.34306;39.477132;32.632979
1802;483.56695;40.295353;32.197103
1803;480.47387;40.352445;30.689673
1804;477.67846;40.602847;30.979376
1805;472.36431;38.641798;30.036241
1806;462.66192;38.590404;30.218565
1807;459.22325;39.082128;29.258867
1808;454.56936;36.738975;30.252797
1809;446.41089;35.49833;29.258511
1810;438.36573;35.531532;30.678966
1811;442.25753;35.955382;31.343399
1812;451.45843;36.041928;32.416181
1813;450.86348;34.781553;31.233683
1814;447.21052;35.301767;31.950053
1815;454.43153;36.340101;33.155866
1816;461.40048;36.126011;33.787987
1817;464.81433;34.481046;35.018554
1818;467.61968;34.324994;35.940607
1819;466.65742;34.130942;34.751684
1820;458.11685;33.422593;34.110662
1821;454.66733;33.661513;33.677084
1822;451.39513;33.740223;33.234626
1823;445.65932;33.367222;32.30637
1824;447.27918;35.181801;33.233002
1825;451.68105;33.87515;33.295887
1826;453.48777;34.243515;33.199771
1827;448.50509;33.022047;33.223999
1828;444.84822;31.817816;35.112629
1829;442.11796;31.374049;33.166845
1830;431.87296;30.020655;33.399069
1831;426.76348;31.375175;33.094692
1832;432.36866;33.636092;31.707834
1833;438.3889;35.017037;31.991598
1834;442.97959;33.161125;32.752089
1835;436.31719;32.037488;32.040404
1836;431.63766;32.112974;32.270161
1837;433.55441;31.902788;33.816283
1838;434.26464;31.505282;33.236313
1839;429.96684;31.113295;31.906979
1840;425.41093;30.914047;32.498869
1841;420.67405;30.041713;32.409772
1842;415.79396;30.659087;30.792928
1843;407.67493;29.660614;29.890581
1844;396.87909;28.62003;28.993343
1845;388.94263;29.60951;28.610188
1846;387.13242;29.94125;27.70652
1847;385.17896;29.975389;27.32683
1848;380.1948;29.32152;26.338118
1849;375.23537;29.626013;26.582492
1850;373.41551;29.292711;25.892307
1851;367.69044;28.013448;25.176607
1852;355.73094;27.22262;24.841412
1853;347.1259;26.929792;24.042427
1854;345.20253;26.533148;25.940169
1855;351.13305;25.870011;27.148348
1856;357.1804;26.686841;27.916097
1857;368.30914;27.727978;29.189924
1858;375.37289;28.277792;27.679248
1859;374.47263;26.916825;29.023997
1860;378.30489;27.624636;29.82934
1861;379.54762;28.214783;28.235683
1862;378.06568;27.842293;27.558738
1863;368.06747;27.407524;26.103198
1864;365.99025;29.190417;27.033079
1865;376.18818;30.225823;28.362645
1866;387.14732;30.363803;28.193539
1867;395.31526;30.865135;29.737972
1868;403.97868;30.457092;30.533968
1869;408.53098;31.103821;30.60983
1870;418.5932;32.694296;31.967776
1871;433.82606;33.403854;33.839528
1872;448.86337;33.758982;34.917253
1873;451.63933;32.101274;33.786809
1874;437.40597;29.274612;33.205359
1875;426.2873;30.406638;33.817852
1876;427.55944;30.775423;33.889688
1877;427.33771;28.456577;34.278171
1878;425.81641;29.990787;34.537416
1879;432.57799;30.63075;34.692177
1880;434.57568;30.639417;34.498947
1881;431.51577;30.116388;32.773399
1882;420.10669;28.252437;33.058276
1883;411.09854;27.207809;32.885771
1884;404.24213;27.976059;31.575031
1885;406.81025;29.338985;32.797011
1886;411.99241;29.541583;32.290929
1887;414.13247;28.65721;33.325453
1888;417.01792;28.959706;33.941038
1889;417.49056;27.806724;33.167174
1890;408.95103;25.858518;34.121079
1891;408.58295;27.964272;34.95823
1892;416.89112;27.978662;34.685229
1893;421.90664;29.023461;35.080555
1894;421.91485;28.463103;33.204776
1895;411.67868;28.320914;31.89602
1896;403.62934;28.826863;30.679527
1897;396.22569;29.682995;28.529157
1898;392.88244;30.869098;28.094338
1899;397.42966;31.90501;28.09476
1900;403.87682;31.758387;29.308513
1901;405.15116;31.565954;28.713455
1902;402.5401;30.77718;30.08339
1903;403.25942;30.271483;29.5709
1904;399.87547;31.478256;28.170477
1905;394.7631;30.830297;27.331762
1906;385.16984;29.900759;25.959363
1907;374.99721;27.972861;27.18322
1908;370.96262;27.389755;27.781051
1909;364.17329;26.211219;27.089671
1910;354.79476;26.112474;24.864179
1911;343.31139;26.615913;24.184317
1912;338.12153;25.793887;23.629093
1913;335.15048;26.365983;23.529025
1914;332.50855;25.969525;22.946183
1915;327.40061;24.974409;22.961934
1916;320.75231;24.578374;22.582665
1917;321.56958;24.86849;23.377857
1918;317.19974;23.939445;21.552944
1919;301.73651;22.435182;20.205533
1920;282.89681;20.677558;18.59194
1921;267.48186;20.542941;18.780276
1922;268.40978;21.899504;18.885984
1923;273.16685;20.357026;19.713994
1924;268.31349;19.081063;19.530944
1925;262.25603;18.698599;19.970831
1926;254.28613;17.006001;19.603219
1927;248.9992;16.919612;20.004699
1928;249.44392;16.579195;20.463082
1929;246.8734;15.520253;20.001031
1930;246.88267;16.051526;22.186438
1931;250.4816;13.817636;22.768444
1932;246.03016;13.606911;22.425071
1933;238.44142;13.299014;21.185411
1934;232.12062;12.812169;21.938829
1935;229.14226;10.943749;22.323492
1936;228.05996;11.54649;22.901
1937;229.65479;9.942312;24.295853
1938;228.60874;9.4870636;23.908117
1939;227.99603;9.690569;25.189617
1940;227.02242;7.7742349;24.899916
1941;225.00677;7.8619104;26.173793
1942;231.01743;8.3594151;27.508723
1943;232.50729;6.4974962;26.435762
1944;225.8209;6.5667076;27.039223
1945;227.45414;7.7131697;26.425892
1946;227.51832;6.8191996;27.051852
1947;227.47061;6.9423055;27.324881
1948;230.28586;6.4831885;27.79019
1949;234.63942;6.927926;29.240745
1950;241.74002;6.2309284;30.265246
1951;242.18441;4.4931455;30.703972
1952;235.3095;4.0836173;30.245995
1953;227.35679;4.7233927;28.784715
1954;221.67295;4.44202;27.526385
1955;216.94392;4.9423802;26.664162
1956;209.63707;4.5947629;26.039285
1957;204.53559;3.803346;25.404363
1958;194.7646;3.9663743;24.373587
1959;189.85024;3.125745;23.999492
1960;185.50107;3.701224;23.620613
1961;185.14003;4.2363656;23.989161
1962;185.70301;4.1975578;23.422133
1963;180.3732;3.0577664;21.459712
1964;167.13003;4.0392565;20.517313
1965;168.22509;5.2219075;19.921053
1966;167.65012;5.1682322;19.017426
1967;159.11354;4.2077133;18.434192
1968;156.71905;4.7060986;19.24569
1969;161.23466;5.3945056;18.981199
1970;160.39939;4.9864157;18.141414
1971;157.71571;5.2263192;18.454203
1972;160.90749;4.66015;20.260384
1973;168.01877;4.8368313;21.0386
1974;174.11722;5.2656793;20.92137
1975;176.99516;5.4642124;20.355325
1976;175.98679;6.348988;20.543464
1977;175.97913;5.7905347;19.942854
1978;181.10227;6.8570297;21.74925
1979;191.31905;6.347762;23.352571
1980;196.66315;7.4457775;22.312554
1981;200.76444;7.7473864;23.814435
1982;207.18929;8.29977;22.985877
1983;206.52218;6.9037152;23.264394
1984;200.92819;5.4099294;23.647854
1985;196.22224;5.867934;23.025752
1986;195.93759;6.5227625;23.240693
1987;199.27099;6.4327207;23.378883
1988;197.52505;6.9001489;22.254454
1989;193.51787;5.758792;21.860468
1990;186.66654;5.6290823;21.717305
1991;187.80529;5.0237308;22.89141
1992;192.72028;6.6797152;23.510673
1993;198.26602;6.6390204;22.850199
1994;198.96614;6.346714;23.82075
1995;204.95343;6.3701601;25.072219
1996;207.23493;5.7215252;24.484749
1997;203.63555;5.1781003;25.4921
1998;204.91575;4.2612994;25.806678
1999;202.74212;4.2117101;25.760346
2000;201.86572;4.0678977;25.79398
2001;201.45564;3.648096;27.088406
2002;202.61888;3.8651623;25.981387
2003;197.5262;3.0448401;24.033872
2004;187.91879;3.2852708;24.370702
2005;185.11317;2.6537835;24.835513
2006;184.33816;3.8547479;23.325821
2007;178.64955;2.4143191;22.858798
2008;181.73866;6.2609717;23.206132
2009;194.37512;6.3703353;23.983874
2010;206.22057;8.8016406;23.073372
2011;206.6016;8.6993516;20.755668
2012;201.03135;8.1213084;21.467865
2013;196.75296;7.1925529;21.611489
2014;189.15345;5.9440374;19.950828
2015;179.27;7.1814059;19.379514
2016;179.15875;6.865307;20.424483
2017;180.08644;5.9003994;20.443119
2018;176.09743;5.3418564;19.586264
2019;169.62451;4.6860069;19.494745
2020;163.08884;4.3172473;18.813773
2021;152.50997;3.4516216;17.5851
2022;141.36585;3.6937033;16.765267
2023;137.51488;2.4682512;17.229333
2024;132.88829;2.1196304;16.89737
2025;132.67113;2.2614076;18.397455
2026;135.86686;2.2936841;18.833997
2027;145.63943;2.504463;20.313992
2028;147.66541;2.6366844;19.562861
2029;152.47923;3.0115014;21.665696
2030;160.19128;3.0364174;20.435318
2031;162.86761;3.0373215;21.939718
2032;167.46575;1.5363398;23.492015
2033;166.02513;1.5651835;22.753329
2034;169.38657;2.4573878;24.038405
2035;179.23669;3.9947378;24.391169
2036;190.30742;4.1551058;25.074149
2037;197.26344;5.0108305;25.288697
2038;200.38418;4.6430352;24.932212
2039;202.21967;5.0449733;26.198181
2040;210.12563;6.7761381;25.994479
2041;215.12534;7.019382;24.602318
2042;212.70497;6.4921236;24.960371
2043;214.6564;8.366956;24.725495
2044;219.93938;8.3749067;24.914924
2045;220.86588;8.4869276;23.958012
2046;219.95848;8.3496583;24.013969
2047;212.7534;7.5540261;23.083042
2048;206.88109;6.8702171;23.45608
2049;204.1902;5.6501198;24.103797
2050;198.5844;4.5545361;23.783351
2051;191.85894;3.461621;24.317823
2052;187.93986;3.3800085;24.478126
2053;185.13199;1.5659235;25.334765
2054;184.38784;1.4096898;26.863832
2055;194.24022;2.1637204;28.323514
2056;200.20768;1.4547671;28.528901
2057;196.49092;1.3499282;27.132845
2058;191.80024;1.1658654;27.332577
2059;192.50917;1.3409261;27.129888
2060;188.08232;-0.70271221;28.074693
2061;184.84537;-0.49000925;28.230979
2062;186.86346;0.71830106;27.772716
2063;197.32415;1.5278878;30.533677
2064;211.92319;2.4348077;30.427121
2065;217.19121;2.0640121;29.805002
2066;218.91212;3.1916489;29.796567
2067;220.61143;3.2449689;29.429943
2068;220.92083;3.3395014;29.657847
2069;221.09283;4.2628046;28.753064
2070;219.11576;3.5427909;28.405335
2071;221.15422;5.0212987;28.930996
2072;225.05242;4.5950935;27.882735
2073;219.68825;4.4434527;27.529274
2074;217.50943;5.34796;27.179335
2075;222.81035;6.8386455;27.088952
2076;229.90885;7.6118136;27.771679
2077;230.49349;6.5522977;26.874801
2078;226.56179;6.9157889;26.790955
2079;227.08677;6.3814289;27.591721
2080;224.10526;4.7103701;27.289082
2081;215.29977;4.782765;27.467655
2082;223.38884;7.8094855;28.292822
2083;235.93755;6.4897367;28.441198
2084;232.77634;5.0372867;28.89111
2085;228.93977;5.0820223;28.559216
2086;227.00207;5.6436689;27.922026
2087;227.08767;7.5192211;27.455474
2088;234.9912;7.3507949;27.961003
2089;234.61201;5.786933;28.276631
2090;232.64544;5.6542481;29.277806
2091;230.13548;5.9102457;28.91923
2092;234.04582;6.7712552;29.397741
2093;246.5316;8.4134204;30.622613
2094;254.36615;7.8654546;29.442036
2095;251.55161;8.7108454;28.840935
2096;248.60583;6.6558041;29.311354
2097;245.05539;7.4979576;29.510718
2098;245.35967;8.1392315;28.104207
2099;240.93439;7.5010107;27.914075
2100;237.99553;7.961011;26.651743
2101;232.316;7.0604538;27.107532
2102;232.56644;7.9397118;26.577363
2103;234.11264;8.157018;27.081371
2104;234.70441;7.5067636;27.08117
2105;228.06945;6.2965311;26.558409
2106;223.47109;5.6433053;27.222268
2107;220.85858;5.7012995;26.753805
2108;214.50657;4.3924057;26.3205
2109;205.28046;3.3836485;25.0531
2110;191.87203;2.9500383;23.961497
2111;186.30679;3.2993867;24.689494
2112;185.71547;2.8594403;25.118686
2113;187.17108;2.1026672;25.559055
2114;189.05393;2.8658685;25.933227
2115;190.0286;1.2375718;27.299878
2116;193.16566;1.0057076;28.164674
2117;196.28415;0.5708494;28.986889
2118;200.71943;0.75345211;30.058151
2119;202.07013;-0.27973961;30.080806
2120;201.0344;-0.002547867;30.156537
2121;207.11131;0.74231024;32.163193
2122;217.0393;1.3689867;31.614057
2123;222.67835;2.8143623;32.025804
2124;234.8828;5.0863061;32.057684
2125;245.40514;5.9094092;31.929555
2126;247.11775;4.4970246;30.972922
2127;239.04497;4.1346276;31.26068
2128;237.74404;4.4785544;31.071052
2129;236.45508;4.1432416;30.86429
2130;236.95434;4.9109077;30.259333
2131;234.00963;5.0513919;29.951361
2132;235.41176;6.3230066;28.687003
2133;237.98177;6.7941418;29.403883
2134;240.55336;7.1670456;29.108887
2135;239.68866;5.7201052;29.345073
2136;239.63593;5.5971406;30.624243
2137;241.77153;5.0603738;31.420429
2138;246.90232;5.647257;31.708887
2139;250.53975;5.1850435;32.518336
2140;246.19201;4.2769634;30.843515
2141;239.11894;5.1850149;31.076463
2142;240.62725;4.0693676;31.564818
2143;235.81655;3.6262743;30.138059
2144;229.81721;3.9355435;30.234674
2145;229.64346;4.7324455;30.005836
2146;234.85095;5.9069858;29.948696
